gene_name,C_3_1,C_3_2,C_5_1,C_5_2,F_3_1,F_3_2,F_5_1,F_5_2
MIR3180-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3670-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC126755.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3179-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOMO2,29.8321227,27.69245,29.318851,28.041311000000004,28.2068496,20.142935,18.94912,22.774657
MIR3670-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3179-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC136618.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC136618.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABCC6P1,0.0,0.0,0.151442,0.0,0.0,0.0,0.0,0.1687302
RPS15A,732.6625685000001,514.4161954,665.1586804000001,628.9524775,711.6652035000001,808.7034024999999,624.0426329999999,688.2561981
AC138811.2,47.7982,44.0659,29.0364,28.1267,60.0797,66.2765,42.0833,36.3578
ARL6IP1,73.45699400000001,87.76395600000001,45.251678000000005,37.6348,86.91022599999998,80.97543,49.411285,48.066722
AC138811.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMG1,10.901859,10.92565411170878,5.733994,11.263238700000002,10.938799000470205,13.089666,11.741328,12.431269606789002
AC092287.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMC7,1.482275,2.556426,1.693037,1.8213586,2.5191000000000003,2.202374,1.292983,2.674686
RNU6-1340P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099518.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099518.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COQ7,15.399655629999998,12.0715417774,12.3393,13.276484,15.057231000000002,15.475185,15.802236270699998,15.005685
AC099518.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099518.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPRIPL2,3.382469,3.69898,2.531584,2.79684,3.37249,3.385108,2.87835,3.432048
AC099518.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099518.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYT17,0.0999683,0.0303695,0.2224149,0.351161,0.1972467,0.2185129,0.2034836,0.2211571
CLEC19A,0.154361,0.275225,0.176655,0.130015,0.0,0.125818,0.0868507,0.191958
AC130456.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130456.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130456.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130456.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMC5,0.101536,0.0278721,0.027704,0.0320505,0.0419468,0.0230645,0.025048,0.0985969
AC130456.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130456.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU4-46P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130456.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GDE1,48.1351852,42.5213857,53.926632000000005,51.77685,39.28546,45.335337,45.481472,44.9146
AC130456.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCP110,8.357786899999999,9.00894202,8.5889885,7.9917833,8.006428699999999,5.934601799999999,11.261467,7.93525505
VPS35L,33.51153527338186,36.28825184934999,32.754411,32.10650016514,28.673563163760004,32.00703289281701,27.12544194965,31.6304010652376
AC002550.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KNOP1,22.538599,22.16689,19.98675,18.46436,18.687929,16.982259,15.871873,15.239191
AC002550.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IQCK,11.31041,10.588433,13.933872999999998,13.21408,11.997106,12.93369,14.441342,10.687176999999998
AC027130.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LARP7P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPRC5B,73.00324,95.787284,88.066815,99.678658,106.763765,97.0029,102.905639,97.103323
GPR139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092132.2,0.0,0.0,0.0,0.0,0.0280661,0.0,0.0,0.0
AC092132.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRPEP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GP2,0.183333,0.141115,0.0,0.0680926,0.220062,0.273197,0.161501,0.101713
UMOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDILT,0.381721,0.0,0.404364,0.0,0.0,0.329319,0.0,0.377597
AC106796.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5,1.7913281,0.6837089999999999,2.1755385,0.878979,3.147076,2.855322,2.2963569,1.53427997
AC137056.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2A,0.443166,0.254947,0.108884,0.4507117,0.0674364,0.0860339,0.298698,0.042909
AC137056.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM2B,0.906026,1.3391924,0.8453352000000001,1.905379,0.521851,1.0977426,2.18014,0.95981847
AC141273.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM5P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM3,0.1414096,0.105614,0.4640138,0.0,0.2539316,0.1553296,0.0,0.2058482
AC141273.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC141273.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THUMPD1,11.505643,13.94702,14.63091,17.360884,13.7330862,15.958322,15.330435,16.897022999999997
AC004381.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0646162
AC004381.3,0.0764927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC004381.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERI2,7.668833344,8.308063390449998,8.732003,7.761088999999999,9.736066194,8.1462164,7.505591900000001,8.453072
RNU6-944P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
REXO5,3.56020800353443,3.525571,2.29140582052,1.86386900129184,3.3961687000000005,6.2686280000000005,3.202997,3.205932
RF00618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCUN1D3,5.32565,5.52633,3.97628,3.28443,5.18438,4.19951,2.854215,3.87488
LYRM1,36.815597,38.920124,37.871274,36.256492,27.9148053,27.4824295,27.168205,28.358342
DNAH3,0.0793689,0.1303805,0.31287304,0.3080957,0.19558063,0.12666992,0.0625229,0.2772222
AC008551.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM159,7.120581999999999,5.304801,6.8104846000000006,5.8633471342900005,3.813833,4.6594995,6.729393999999999,6.8070198
AF001550.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZP2,0.0,0.0358723,0.0,0.0,0.0196817,0.0365594,0.0,0.0
ANKS4B,0.0341969,0.0397298,0.0150838,0.0500892,0.0430267,0.0409927,0.0571883,0.0135178
CRYM,0.077876,0.0566071,0.267586,0.0,0.0,0.0,0.0,0.0
AF001550.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRYM-AS1,0.246788,0.110721,0.0,0.324451,0.4176124,0.34433,0.1997788999999999,0.257413
AC008740.1,0.419043,0.0,0.0,0.0,0.272025,0.0,0.0,0.0
SNX29P1,0.0,0.102248,0.108095,0.0,0.0,0.155915,0.0,0.0
AC008740.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB3,14.243793999999998,24.117658,7.1387624,9.406866,22.604524045380003,21.257643,25.0098410118368,18.881674
SMG1P3,2.7837393,5.4381407,3.4290261189999995,5.8951991,7.1046,6.6395470450000005,7.860091151992,5.729390700000001
MIR3680-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC7A5P2,0.0,0.0,0.0,0.491588,0.0,0.0,0.0,0.0
AC005632.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005632.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC005632.3,0.0,0.225515,0.0,0.0,0.0,0.0,0.0,0.0
RF00478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL9,13.822176700000002,22.3647367,14.411848000000004,13.5197804,22.9623384,9.19535738763,7.362234516990001,14.2979025
AC005632.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGSF6,0.187126,0.227328,0.1794144,0.1787255,0.249611,0.0572651,0.0888041,0.1598543
RNU6-1005P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-196P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTOA,0.104473,0.1237093,0.0,0.0594531,0.1246078,0.0195229,0.1453038,0.0279764
AC092375.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RRN3P1,1.8575566,1.7592629999999998,1.8603845,1.832557,1.561277,1.3400415,2.3672415,1.1885720000000002
AC092375.3,0.0,0.0,0.0,0.0,0.0,0.0,1.82372,0.0
NPIPB4,13.626516,16.439201,5.8198911,13.130805,18.268152,18.473076,13.329655,19.253887
SMG1P4,1.697982,3.112916950662,0.0726156,1.8600704,1.35978,1.4484109,4.2283911000000005,3.2505286
AC092375.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092119.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UQCRC2,87.893056,81.91486499999999,106.259491,106.267043,90.423759,93.803118,112.08807,108.0350472
PDZD9,0.0,0.154202,0.0813446,0.0,0.0593539,0.131568,0.0543372,0.216337
AC092119.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092119.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOSMO,0.5451359000000001,0.312099,0.3100771,0.640989,0.3649515,0.1929547999999999,0.3681317,0.4048477
AC009019.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VWA3A,0.0201195,0.0,0.0216343,0.065271,0.0,0.0,0.0,0.0
SDR42E2,0.0,0.0,0.0191002,0.0,0.0293425,0.0,0.0,0.0
EEF2K,0.90243900072597,1.59912,1.4744990000000002,1.119290000408374,1.449659,1.7536580000000002,1.334218,1.67196200047144
AC009034.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR3E,14.302889400000002,15.185525,16.611642,19.8218643,17.537394000000003,18.680302,20.298127,16.137593300000002
AC092338.1,1.735503,1.887439,2.3402938,1.813993,1.764211,1.600152,1.181512,1.562776
AC092338.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092338.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFSD13B,0.0763614,0.0727644,0.0819501,0.0,0.0,0.0650517,0.0,0.0333891
RRN3P3,0.4664047,0.286343,0.654782,0.445452,1.012922,0.397755,0.7676149999999999,0.4756089999999999
SMG1P1,2.7910813,4.1578551,2.6212824,3.2272205,7.325289999999999,6.157372245,4.672581551992001,6.1448373
NPIPB5,23.50597851443117,25.07594033,29.294313400876742,17.5254888784,27.85898104538001,24.559181638624995,32.7990697628368,26.2404679682136
AC106788.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTOAP1,0.1868139,0.348831,0.4390179999999999,0.395622,0.2215912,0.14574,0.345789,1.049348
AC009021.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009021.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130466.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST2,0.0415545,0.0395835,0.0446799,0.0871257,0.0,0.0343547,0.0409044,0.0353067
AC127459.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC127459.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP31,1.364148,1.1302479,0.978874,0.835136,1.176907,1.33085,1.493123,1.5009130000000002
AC127459.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC099482.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCNN1G,0.0265427,0.0252801,0.0285623,0.0859198,0.0219321,0.0451622,0.0523002,0.0
AC099482.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCNN1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COG7,9.948697,11.332563999999998,9.450568,9.425145,10.352313000000002,9.739471,11.255204,9.833148
RN7SKP23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008915.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008915.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGA2,12.728049,21.500767678,28.8507472,24.416607300000003,31.002341000000005,17.660895000000004,15.387085,26.156525400000003
AC002400.1,0.0,0.0,0.0,0.0,0.121991,0.0,0.144777,0.129327
EARS2,24.343243999999995,29.351417,25.600469,23.8787961751,25.850953596,28.339427315162,24.236605280000003,27.671811
SUB1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBFD1,9.264956,7.785827999999999,11.535053,10.2769745,7.630389,9.64487636,10.564278430000002,11.59111023
AC008870.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAB1,322.396529,364.007092,391.059492,396.32948,387.368162,384.908612,419.617905,425.491133
PALB2,6.817672,4.929267,5.1512540673,6.28787,6.885267,4.505147,6.589880000000001,4.832998000000001
AC008870.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCTN5,50.770578,52.996652000000005,48.983269,46.110609,48.327587,49.070742,59.334176,50.28032400000001
AC008870.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLK1,20.4539679,21.522155,7.309273,4.3894936,21.602165,22.920106,8.8563782,8.457065
AC008870.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERN2,0.06651,0.0904677,0.3453291,0.2314869,0.1257503,0.0354163,0.0656535,0.2185814999999999
AC008870.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012317.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC012317.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHP2,0.2962,0.476159,0.527876,0.40384,0.282213,0.461505,0.418992,0.395226
PRKCB,0.0,0.1493341065,0.0122164814299999,0.0,0.0,0.00968226434,0.0112663609,0.0
AC130454.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130448.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR1273H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130448.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC2194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNG3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU7-24P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008938.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBBP6,3.2083763,2.8043084999999994,2.7321687,3.03505119,6.80139,7.919483000000001,7.962124,9.568381
TNRC6A,13.287674000000004,15.670168044468998,20.2030337,16.9429282,11.023451800375629,13.30722362873,11.294255691899997,12.176129
LINC01567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC008731.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC5A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0900762,0.0
ARHGAP17,23.867363,22.541345,20.6964952,23.5722445,32.4943514,26.03967710000001,23.4280144,22.359473500000004
AC133552.1,0.0708003,0.0674454,0.026556,0.101323,0.0413585,0.0399736,0.0237949,0.0629417
AC133552.2,0.588467,1.86955,1.3386,1.27092,1.45684,1.0149789,1.92459,1.62945
LINC02175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCML2P2,0.0,0.204432,0.684715,0.231678,0.52905,0.0,0.626421,0.748496
AC133552.4,0.0,0.0,0.517263,0.697731,0.0,0.413452,0.315573,0.423133
LCMT1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC133552.3,0.0,0.0,0.0,0.0550581,0.0,0.0434276,0.0,0.0
AC133552.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LCMT1,42.049796006955255,41.214486,40.29778600000001,46.395780002603566,44.470785,43.333737,41.165856,45.349175
LCMT1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RN7SL557P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQP8,0.07729,0.0736499,0.0829426,0.0,0.0638052,0.0,0.0,0.13518
ZKSCAN2,0.9863538,0.9808734,0.783937,1.300959,1.37784,0.663037,0.695895,1.2760949
AC008741.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZKSCAN2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYCSP39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HS3ST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093516.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC093524.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR548W,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNA5SP405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMGN2P3,0.0,0.0,1.12706,0.0,0.0,0.878157,0.0,0.0
HSPE1P16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009158.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC130464.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009035.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C16orf82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC092725.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A1P38,0.070932,0.0,0.0761384,0.0766172,0.175701,0.120641,0.0,0.185824
LINC02129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KDM8,3.3961,4.202503,5.78056,5.655422,5.325475,5.074864,4.607771,6.368743100000001
AC109449.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSMCE1,257.274744,258.208364,172.83837199999996,164.95879,244.67507898,263.425362,157.399635,177.69484239999997
NSMCE1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC106739.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL4R,9.476117,11.6528951105,4.981823,6.8412744,10.392740000000002,9.311286,5.685649,7.199423
IL21R,27.42585,24.02106,5.373405,5.758606,78.44138,89.68360000000001,11.355809999999998,10.90623
IL21R-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF3C1,31.8360177,34.898514000000006,39.616437,41.463289,50.634467,49.360437000000005,46.278033,50.91181600000001
KIAA0556,6.302951999999999,3.6616139,4.6168243,4.951288000000001,8.280933000000001,6.597836,5.969661,3.751068409
AC002551.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016597.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC016597.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GSG1L,0.193274,0.0169365,0.0,0.09165,0.636765,0.5786352,0.1886376,0.411943
RNU6-159P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNU6-1241P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XPO6,14.269134,13.973134,6.252868,7.843556,10.211278,14.870257,8.718786999999999,8.735138699999998
TPRKBP2,0.0,0.0,0.269784,0.0,0.208729,0.0,0.0,0.0
RF00402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNY1P10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAPDHP35,28.3011,23.0756,26.9585,28.8805,0.0864032,0.0892947,0.102758,0.327847
AC138904.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138904.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBK1,0.147583,0.110472,0.470461,0.217226,0.37071,0.503469,0.523609,0.624779
AC138904.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB6,0.0,0.0,0.298983,0.2850872,0.264197,0.178345,0.46427,0.0
AC138894.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3CL,43.692220000000006,36.77050000423015,27.69932,43.08938,30.27756,35.7422,36.0745,33.532
MIR6862-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDC37P2,0.0,0.0,0.0,0.106434,0.0,0.0,0.0,0.0
AC138894.4,0.000405227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138894.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC138894.1,1.022,1.33854809616,0.8692322100000001,1.519999,1.18860980976579,0.0,0.551759,0.664861
NPIPB7,0.0,0.0,0.0,0.0,0.06924,0.101238,0.0,0.0
CLN3,20.462529528,20.127517,21.134493763072,19.278014,20.615818848,24.808838,20.285222,22.244687710353347
APOBR,0.02444276162,0.11639720209,0.078916608012,0.0,0.10101645702,0.0,0.1445042358,0.0
IL27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUPR1,105.4306,119.49377,88.33680000000001,77.68579,125.03755,103.07618,93.91719,88.03135
AC020765.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC020765.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGF29,10.154865,12.473571,8.852138000000002,9.699312999999998,13.75723,14.280749,13.729346,15.63456800386201
SULT1A2,0.102304,0.307104,0.1363948,0.51704,0.3186529999999999,0.3749283,0.191309,0.39629
AC020765.3,0.0,0.0,0.0,0.0,0.0,0.00214761,0.0,0.0
AC020765.4,0.0,0.0,0.340812,0.0,0.0,0.0,0.0,0.0
SULT1A1,5.8829925,4.65680563,7.965345699999999,7.7684755,5.53180066,7.016818239999999,7.881907,6.092375
AC020765.5,0.115635,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB8,0.0,0.241421,0.247005,0.0,0.0,0.0,0.0,0.0
AC145285.4,0.0,0.0,0.0,0.0,0.0,0.318199,0.0,0.0
EIF3C,366.538762937,379.0172366000001,354.30391321271435,338.36450675000003,376.5106798972591,418.2726020048578,321.841802,315.05590699999993
CDC37P1,0.320752,0.203715,0.114407,0.115391,0.0,0.0,0.0,0.280438
MIR6862-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC145285.5,0.0,0.0,0.0,0.0,0.0,0.0,0.16968,0.0
NPIPB9,0.386237,0.553593,0.0,0.0,0.0,0.0,0.420529,0.461637
AC145285.7,0.631761,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC145285.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC145285.1,0.165795,0.0,0.0,1.27706,0.452616,0.521306,0.166499,0.0
AC145285.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC145285.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATXN2L,26.67358769,24.808472,38.14955199999999,38.18992005567299,37.997267,43.01724299999999,40.720178,40.89365800000001
AC133550.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUFM,240.9352,235.202,250.17228,256.4734,263.60475,245.6795,268.23130000000003,272.69441
MIR4721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH2B1,8.449188,13.103767,8.0234547,7.52082500996007,13.527476000408402,7.088133,7.841621388843,8.323961400000002
AC133550.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP2A1,44.115534,36.885317,56.14862000000001,60.226368,74.25386999999999,71.1408,61.832531,74.91691100000001
ATP2A1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RF00416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABEP2,11.646279,15.178344,9.178237681,11.73764179635,10.8381928317,7.9964821,8.005750999999998,9.595203999999995
CD19,0.0,0.0,0.0,0.133076,0.0,0.0,0.0,0.0
NFATC2IP,2.106602,1.375791,2.395128,1.087699,1.0043,2.083518802,1.4672315,1.896119
AC109460.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC109460.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPNS1,21.384597,51.255669279129,25.90372410254964,27.059301,47.116237000000005,17.638469999999998,14.39001500373607,26.460403
AC109460.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAT,0.4646859457,0.45627591046,0.977118494964,0.34232553023,0.0404155,0.6151240176699999,0.355687,0.362877324658
AC109460.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPIPB10P,0.0433548,0.22466,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.3,0.0624403,0.285361,0.0594257,0.315683,0.308674,0.332506,0.304435,0.220503
RRN3P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.9,0.0963392,0.0,0.115575,0.0,0.276136,0.0823205,0.0,0.0952051
AC009093.8,0.787342,0.0,0.0,0.0,0.537179,0.7809159999999999,1.470659,2.9315800000000003
AC009093.10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC009093.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025279.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AC025279.2,0.0,0.0,0.0,0.0,0.0,0.0,0.17589,0.0
SNX29P2,0.3925172999999999,0.735456,0.294589,0.436087,0.523083,0.693951,0.6550270151866,0.3607241
AC025279.3,0.0,0.0,0.239639,0.0,0.0,0.0,0.0,0.0
NPIPB11,0.474684,0.20638,0.191032,0.0439091,0.399749,0.389458,0.568455,0.492938
SMG1P6,0.100941,0.115718,0.0,0.118702,0.171068,0.275394,0.364968,0.116534
BOLA2,3.91063,4.23322,2.273248,3.190516,4.54251,3.30981,2.050009,1.83833
BOLA2-SMG1P6,50.944272,52.33494,50.22984,52.352810000000005,77.55848,83.96886,81.754802,73.41496000000001
AC133555.4,0.711702,2.63831,0.934233,0.0,1.8928,0.0,0.0,0.0
SLX1B,11.109407,11.059778,2.48641,3.3144759999999995,18.49081,10.49848,17.918,11.737179
SLX1B-SULT1A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
